tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
2757163,771621,True,Tue Nov 21 03:00:55 +0000 2017,I’m (not) connecting to my home WiFi that I pay for each month,2757162,2757164.0
1297271,423157,True,Thu Oct 26 22:13:12 +0000 2017,"Hi, I sent a DM now, just ahead of my upcoming trip. I'm very concerned, please assign a case manager immediately.",1297270,
309343,189880,True,Sat Oct 07 01:08:42 +0000 2017,i need help resetting my password but It says my date of birth is wrong I need help asap,309341,
871597,326935,True,Fri Oct 20 20:36:03 +0000 2017,Oh I tried as one of them rushed past recently. Took a few attempts to even get a coffee as there was no cup. And we’re running late,"871598,871599,871600",871596.0
329114,194458,True,Wed Oct 11 18:41:59 +0000 2017,I have DM'd you.,,329113.0
2599315,735868,True,Fri Nov 17 05:34:41 +0000 2017,made a mistake in a booking. Can't get through to Delta support. Sent in an email. Please help with this asap. Thank you,2599314,
2456485,703670,True,Tue Nov 14 23:05:44 +0000 2017,https://t.co/oIjGakO0oO,2456484,2456486.0
54702,128399,True,Sat Nov 11 04:11:51 +0000 2017,Throughout. It seems random on what shows and when it happens. Almost like it comes and goes. But always CBS shows.,,54701.0
2585714,263033,True,Fri Nov 17 00:25:11 +0000 2017,"and american air person i am her friend so be nice to me too, for no reason",2585712,2585715.0
422776,215671,True,Tue Oct 10 10:00:26 +0000 2017,"Onboarding @Delta flights at LAX Terminal 2. ✈️  #TerminalTuesday 

[Image Via: Agus Sutanto]",422775,
2057187,608413,True,Thu Oct 19 01:02:33 +0000 2017,Hahaha siiiiim,,2057186.0
1928488,573906,True,Thu Oct 26 21:18:09 +0000 2017,"WRONG ANDY.       Google DO SHOPS HAVE TO TAKE LEGAL TENDER
let alone £50 notes 
You'll get a surprise 
Not legally bound to",1928487,1928489.0
2887586,787975,True,Tue Nov 28 11:55:02 +0000 2017,".@British_Airways still awaiting reimbursement for damaged bags. Now 25hrs into my inbound trip, GTW flight canceled, overnight at LHR. RSVP",2887585,
1559887,482006,True,Sat Nov 04 13:33:41 +0000 2017,se os quiere 😘😘😘 https://t.co/ySRrdLrwUR,1559885,
2080197,615207,True,Mon Oct 09 21:16:18 +0000 2017,"Yes these are already on my block list. However, additional numbers call me daily and I’m in the Czech Republic",2080199,2080196.0
2189999,129839,True,Thu Nov 09 18:35:22 +0000 2017,#toptip if you are flying on a @British_Airways @119137 A380 in economy try and get seat 25D no seat in front 👍🛫 #mybedforthenight https://t.co/ykHZCuZi9Y,2189998,
725815,219672,True,Sun Oct 08 22:10:42 +0000 2017,"How many device can be streaming at the same time, for each plan @115940 offers? Trying to switch my plan soon for a better one @hulu_support",725814,
1408767,447438,True,Wed Nov 01 17:37:32 +0000 2017,Oq Aconteceu com o Suporte?,1408766,
1526831,474123,True,Fri Nov 03 21:34:47 +0000 2017,While she’s using her driver side fold down mirror to clean her teeth with a toothpick 🤦🏼‍♀️🤦🏼‍♀️,1526830,1526832.0
1249999,413282,True,Thu Oct 26 03:26:46 +0000 2017,Hasn't this been a problem for you? Why not take it seriously? https://t.co/OBD5i8ypA4,,1249998.0
1511604,470848,True,Fri Nov 03 17:48:10 +0000 2017,Still the best in the biz. ♥️,1511606,1511603.0
57626,129076,True,Wed Nov 01 21:37:53 +0000 2017,what about the complimentary food and drink my original BA CityFlyer service offered me and my fellow customers that was not made available?,,57624.0
1803413,541886,True,Fri Oct 13 14:53:33 +0000 2017,Premiere pro is fucking with my emotions right now... I’m 100% done on my latest video and it keeps freezing when I go to render.. bastard,1803412,
2633590,743592,True,Fri Nov 17 18:49:09 +0000 2017,"how comes your data ends in a second, just had 20mb refreshing twitter thrice my data is over how come and it has happened the whole day. i think its time to #resist. iyo ni upuzi no downloads or anything",2633589,
3242,116463,True,Sat Nov 25 22:33:04 +0000 2017,Oh @Delta you were very unhelpful :/ .: never had this problem in all my traveling.,3241,
1874669,559654,True,Sat Oct 21 22:43:12 +0000 2017,Today marks the 2nd time I’ve felt in danger while driving for @115879. People do the most....,1874668,
499345,234248,True,Mon May 02 10:27:50 +0000 2016,Cool. Banks can delete your Apple Pay cards when you close the account. Tesco didn't do it but Amex has. https://t.co/fo0IUtvOLf,499344,
1422269,450536,True,Thu Nov 02 08:59:42 +0000 2017,Oh so you believe he’ll be auto rebooked?,1422268,1422270.0
308482,189665,True,Sat Oct 07 00:42:26 +0000 2017,Dear @VirginAmerica take me home safely!!!!! #lalala #Homebound https://t.co/2JHD6eZnQf,"308481,308483",
2086696,617003,True,Tue Nov 07 00:39:51 +0000 2017,CenturyLink still playing with my damn wifi 😤😠😡👊🏾,2086695,
1863023,556691,True,Thu Oct 19 06:41:18 +0000 2017,why lightroom cc for ios don't support portrain mode with depth effect?,"1863022,1863024",
1316833,200660,True,Fri Oct 27 07:47:49 +0000 2017,can’t even preorder the @115858 #IphoneXPreOrder - your site/app sucks TMobile,1316832,
607793,264462,True,Wed Nov 22 22:02:01 +0000 2017,"I can’t find any matches or the ones i found are very laggy, Nat Open and wired connection on PS4",,607792.0
1733502,446480,True,Tue Nov 07 13:49:38 +0000 2017,"Was barred saying I need to register it, I went to Airtel centre and registered it again, after that I started receiving call from people","1733504,1733505",1733501.0
657981,276632,True,Wed Nov 22 23:08:05 +0000 2017,Ok... existe algún plan Familiar como es Amazon US?,657979,657982.0
2026256,235208,True,Mon Nov 06 17:34:55 +0000 2017,"Think I’m leaving @115911. T-Mobile says $425 down for iPhone X, @115725 says $0 and cut my bill $25/mo. 🤔 I’ve been w/ TM for years...",2026254,
1645809,502897,True,Sun Nov 05 17:13:58 +0000 2017,My psn has not active primary but it still says I do and can't activate it in my ps4 plz help my psn is jacob20021 and I don't know my dob,1645808,
2689711,756200,True,Sun Nov 19 13:51:00 +0000 2017,"Good to see “Live chat the quickest way to contact us..” Working well, only been waiting for 1 hour now! Pretty poor from you really.",2689709,
2026482,405340,True,Mon Nov 06 19:22:42 +0000 2017,was taken for about $54 at one of your stores. Told it was non-refundable AFTER the sale.  How can i get my money back?  Thanks.,2026481,
2501694,713607,True,Wed Nov 15 19:38:15 +0000 2017,worst customer service ever... it’s like they don’t care about what you have to say or if there is a problem...I’m so annoyed 🙈🤦🏼‍♀️👎🏻 #listen #foodwaste #why #itsjustfood #30minutes,2501693,
2627671,742155,True,Fri Nov 17 17:15:29 +0000 2017,"Demain, dans la journée, entre 8h et 19h...",2627672,2627670.0
1903063,567143,True,Wed Oct 25 01:34:28 +0000 2017,#mobile_Care why is my internet down? AGAIN?,1903062,
325661,193577,True,Sat Oct 07 15:47:15 +0000 2017,"I need a refund, you need to improve your security considering somebody was able to hack into my account. I need a refund of the 7 months I had left for my play station plus. Contact me as soon as possible because I just about done with you.",325659,
564862,252332,True,Sat Dec 02 08:01:49 +0000 2017,"tell human resources to fuck off, or whoever the recruiting agents are",564861,
701415,287436,True,Fri Nov 24 11:35:23 +0000 2017,Amazon customer service rep suggested me that because of black friday rush i should be expecting delay in delivery...well my suggestion to Amazon is that stop lying to customer then...don't tell Guranteed Next day delivery.,,701412.0
1187729,399290,True,Wed Oct 25 00:27:35 +0000 2017,Super thanks you - all sorted and payments refunded 👌🏼☺️,,1187728.0
488451,231295,True,Fri Dec 01 09:41:14 +0000 2017,..i need to locate my mum...who was on a flight last night to Abuja from terminal 5...apparently fight didn't leave UK,488450,
919771,338327,True,Tue Oct 10 18:17:04 +0000 2017,there’s still a glitch in ios 11 with the screen recording 😐,919770,
182097,153061,True,Sat Nov 25 01:33:23 +0000 2017,I honestly don't think Comcast cares about their customers as a company. Customer service is non existent and your internal business processes get in the way of customer satisfaction. #WorseCompanyEver #ComcastSucks,182095,182099.0
1980978,382438,True,Tue Oct 31 22:15:03 +0000 2017,hi! How do I refer someone to the inner circle plan?,1980976,
1747704,526852,True,Tue Nov 07 12:05:10 +0000 2017,"I keep getting error messages when trying to add funds to my wallet.  It says my card is invalid,  yet I've been using it?",1747702,
2710976,125972,True,Wed Nov 22 06:41:34 +0000 2017,It’s so awesome that you guys are on Twitter. Thank you for being here!,,2710975.0
44756,150836,True,Fri Nov 24 15:52:31 +0000 2017,"I'm trying to get away, not renew.",152427,44733.0
1783035,535719,True,Wed Oct 11 01:05:02 +0000 2017,Jus bought this game and can’t even play it wtf.,1783033,1783036.0
1842005,551997,True,Wed Oct 18 02:12:53 +0000 2017,"every single time i go faster than 1 push on the dvr fastforward, when i hit play it jumps 4 minutes. What's going on",1842004,
1071149,372770,True,Mon Oct 23 16:20:47 +0000 2017,yea that site was 100% unhelpful. i called the 1800 number and they figured it out for me. apparently it was recalled for safety reasons,,1071148.0
1629577,123241,True,Sat Oct 28 10:53:21 +0000 2017,Hi there. Sorry to hear about the delayed you experienced. Were you able to travel with your ticket? -Jamie,1629576,1629578.0
1636995,127543,True,Sun Nov 05 18:39:18 +0000 2017,reaching out to HP as it will still be under the 1 year warranty. HP can be reached at 1.800.474.6836 or at @HPSupport ^BP,"1636996,1636994",1636997.0
1401077,283149,True,Sat Oct 28 17:27:01 +0000 2017,Thanks I'll do so now 😁,,1401076.0
649457,135784,True,Wed Nov 22 00:48:17 +0000 2017,I continue to be inspired by the incredible community of Lyft drivers. https://t.co/jf4tvGPOLr,649456,
2123005,150700,True,Sun Nov 26 14:59:23 +0000 2017,Hi Aldi. Please accept my apologies. I miss understood my partner. She actually meant they had all been used! Another example of a husband not listening properly! :),,2123004.0
2696227,752886,True,Sun Nov 19 15:58:20 +0000 2017,Far too cold/ I was in the polar room at home last night so that explains it. Battery has been awful since iOS 11 update first came out though.,"2696228,2696226",2696229.0
1046299,367336,True,Tue Oct 24 07:11:16 +0000 2017,"My complaint reference 17121043.
Booking No. W76XXV
Flt. BA1395 OCT.22 2017.  14:00",,1046298.0
41886,125231,True,Mon Oct 30 21:41:04 +0000 2017,been having issues for three days now and totally down today. Any known issues?  Using AppleTV.,41885,
2951994,815132,True,Wed Nov 29 02:12:32 +0000 2017,you guys lost my car 😡,2951993,2951995.0
654815,275770,True,Fri Dec 01 12:28:26 +0000 2017,Christmas present for my nephew arrived ripped open! Thanks @116062 #toolatetosendback #Christmas #targetstores https://t.co/Fon8ytuyk8,654814,
1525275,473761,True,Fri Nov 03 21:11:46 +0000 2017,shoutout to @AmericanAir for the snacks while we were delayed ✌🏼 Biscoff cookies make everything better feel better,1525273,
669376,279630,True,Thu Nov 23 04:26:14 +0000 2017,", I'm completely appalled how I was treated as a consumer that valued your airline and service on a higher level than I was shown. I was offered a voucher for free coffee. Sorry @Delta , but I don't drink coffee and I don't think what I been through coffee will cover it.",669375,
2376559,685466,True,Tue Nov 14 03:11:49 +0000 2017,Thanks for the info Taylor,,2376558.0
403639,211539,True,Mon Oct 09 21:31:51 +0000 2017,Thanks. DM'd,403641,403638.0
379304,206006,True,Mon Oct 09 06:24:24 +0000 2017,It takes y'all 0 minutes to take money out of my account w/o my authorization but 3-5 days to return it. Okay @115821,379302,
980377,352453,True,Fri Oct 20 10:03:48 +0000 2017,I purchased an emote pack for Friday 13th but I can't access it. It just says this content is unavailable at this time.,980375,
327312,194015,True,Sat Nov 25 04:11:17 +0000 2017,"Anyone else seeing no keyboard on ios 11.1.2?  Twice today, not on any app.   Reboot restored.  /cc @AppleSupport",327311,
974809,351177,True,Sat Oct 21 20:01:22 +0000 2017,first customer experience and never again !!! Really bad customer service and fake rooms pictures...,974808,
1099859,315701,True,Mon Oct 23 22:05:02 +0000 2017,"You’d think if you had an airline w/ multiple flight delays, @AmericanAir would provide its guests with several customer assistance reps...",1099858,
823767,316224,True,Fri Oct 13 00:45:20 +0000 2017,Y'all really can't help lol,,823761.0
1643260,198366,True,Sun Nov 05 22:57:28 +0000 2017,what’s going on with the “I’s” https://t.co/YIhRADmZSs,1643259,
562462,251620,True,Sat Dec 02 13:41:43 +0000 2017,"hi, I have an issue with my spotify. it keep sayin that I have no internet connection, but I have 4G connection. and my spotify it's on online mode. I have tried to update,log out-log in my account and it's didn't work. any help ?",562461,
1027315,363089,True,Sat Oct 14 16:33:57 +0000 2017,no cable or internet service for 4 days now. Reported outage on Tuesday. 1st available tech not available until Monday,1027314,
280687,182810,True,Fri Oct 06 18:35:04 +0000 2017,Yes the inventory came bk in my stock. Again disappeared. Lol.,,280685.0
1547747,166676,True,Sat Nov 04 01:19:39 +0000 2017,"Customer service, doesn't understand, believe me, or know what I'm talking about, ridiculous",1547746,1547748.0
2963992,817825,True,Thu Nov 17 17:10:09 +0000 2016,"Yes I understand there is a limit, but why?",2963990,2963994.0
2517360,581211,True,Wed Nov 15 23:52:55 +0000 2017,Oh my gosh :((,2517357,2517361.0
2796583,461355,True,Mon Nov 27 00:44:39 +0000 2017,"Why is this consistently a problem? Why can’t you fix it? Why won’t you invest in your network to provide the service customers are already paying for and not receiving?

None of these questions require my account number, nor do they need to be hidden in a DM. Answers please.",2796580,2796584.0
1439115,453975,True,Thu Nov 02 10:58:18 +0000 2017,Happy Thursday thanks to @115821 charging my card 3 times for prime membership 🤗🤗,1439114,
411732,213225,True,Tue Oct 10 00:20:14 +0000 2017,"TCL Roku TV pushing XFinity 100MB/sec service. Netflix, Sling &amp; Amazon Prime all work fine on it.",,411730.0
2093892,618692,True,Thu Oct 19 03:28:06 +0000 2017,"not yet
but i'll keep you posted",,2093891.0
601596,262736,True,Sun Dec 03 19:26:46 +0000 2017,Hello I got banned on my account and I have no option to send a case review. Can you guys help me please?,601594,
1938983,332862,True,Sat Oct 28 06:02:00 +0000 2017,you guys lost customers tonight. I'd rather pay more to not be lied to.,1938982,
784393,307199,True,Thu Oct 12 05:39:17 +0000 2017,"It's all good, #Delta is always my ride! Love you guys! PMD# 9207395154",784391,784394.0
173392,156590,True,Fri Nov 24 19:08:10 +0000 2017,"if I start my run and then lock my phone so the screen is off, is my run still being tracked?",173390,
580963,256885,True,Sun Dec 03 11:50:50 +0000 2017,How ridiculous that @sainsburys wanted to charge me for the small veggie bag to protect a book I was purchasing today - because I wanted to keep it looking good for a present #seasonofgoodwill,580962,
1419616,450010,True,Thu Nov 02 00:07:41 +0000 2017,Order dog food in stock. Ship date changes 4 a week. Customer service doesn't understand English. I need the food it's not a pair of socks,1420061,1419615.0
418184,214773,True,Tue Oct 10 03:58:14 +0000 2017,Is there amazon delivery service in singapore? @115821,418182,
2793608,779565,True,Tue Nov 21 21:19:38 +0000 2017,"Definitely, these fees are crystal clear... continue operating with ambiguity and your customers will not continue flying with you. https://t.co/xQffF59lro","2793609,2793610",2793462.0
1879603,561005,True,Mon Oct 30 17:08:50 +0000 2017,"it’s all on my app. I’ve already sent info. You all can look up my app Kentrell Collins is my name, __email__ is my email",,1879602.0
771232,304192,True,Wed Oct 11 02:25:54 +0000 2017,"I can't stream, because it tells me that it can't load ads. But I have the no ad subscription. What is this?",771231,
1496310,467407,True,Fri Nov 03 12:14:08 +0000 2017,"keep getting this, i will try a new browser https://t.co/XkFnoNMX6E","1496312,1496313",1496309.0
1085977,376168,True,Fri Oct 13 17:53:39 +0000 2017,"Rachel, your answers are unsatisfactory. I'm recommending to you a new policy to combat the level of unaccountability of GWR.",,1085976.0
2120382,405934,True,Wed Nov 08 15:06:23 +0000 2017,Also my account is NOW locked for the third time. So I can't recreate an account to submit it.,,2120380.0
2130802,328163,True,Wed Nov 08 19:07:23 +0000 2017,Definitely the latter! Last year we were promised new carriages for 2017 😒,,2130800.0
885158,330184,True,Sat Oct 21 13:04:48 +0000 2017,Same problem when I use 4G,885159,885157.0
2613912,738949,True,Mon Nov 20 07:15:42 +0000 2017,Who will compensate the health problems I'm facing due to this issue. Its been more than a month now.,,2613910.0
1836989,418548,True,Wed Oct 18 17:19:39 +0000 2017,"Oh, well so long as the engineers are aware that the brand new trains have faulty doors! Will you offerdinner or just useless statements?!",,1836988.0
206430,164878,True,Thu Oct 05 00:15:11 +0000 2017,"Why doesn't @118625 deliver? I want a party box of tacos, but I'll be DAMNED if I gotta put on pants to get them.",206428,
478110,228591,True,Fri Dec 01 14:10:40 +0000 2017,Hey PK everything seems to have gone quiet and still no sign of the track on Spotify!,478112,478109.0
234785,171906,True,Thu Oct 05 13:18:14 +0000 2017,et @120534 sont horribles! J'ai attendu dans 2 jours pour la livraison le lendemain! Ils refusent de livrer à Agde https://t.co/UVbJUA3xML,"234784,234786",
1436818,453557,True,Thu Nov 02 14:05:38 +0000 2017,My phone really tripping,1436817,
431051,217499,True,Tue Oct 10 14:46:34 +0000 2017,Early morning departure #adieu #portland #Moregon #iflyalaska https://t.co/qLKibvGwlP,431050,
2117498,624102,True,Wed Nov 08 13:27:37 +0000 2017,"It’s a good job I have Twitter, other poor people on the train didn’t get any info off the guard at all! 👎",,2117497.0
510213,237226,True,Sat Nov 25 07:50:26 +0000 2017,Error Shows At The Time Of Windows 10 Update is (0x8018830f). FOR Lumia 730.need help to resolve the problem,510212,
401712,210996,True,Mon Oct 09 19:11:26 +0000 2017,so if I’ve been waiting on my ride over 30 minutes and have tried to contact them numerous times can I not be charged to cancel?,401711,
1604940,492343,True,Sun Nov 05 07:14:46 +0000 2017,We love you so much💞 Of course i want to help you💚 Always support you🌹,1604939,1604941.0
364927,202442,True,Sun Oct 08 19:31:48 +0000 2017,This is why people HATE airlines. @AmericanAir used to be a quality airline. This is a ripoff.  Expensive and you get NOTHING. https://t.co/EIGYnMwtcp,364925,
2473765,707309,True,Wed Nov 15 13:05:17 +0000 2017,is the service down west Chester pa area? My phone has been searching for service for the last hour.,2473764,
125582,144160,True,Thu Nov 23 19:48:41 +0000 2017,Happy Thanksgiving since you ruined mine with yet another $450 bill,125581,
1230872,208049,True,Mon Oct 16 13:22:47 +0000 2017,Why not just cancel? Viewer won't be watching content. You can always sign up again. Do you lose your watchlist information if you cancel?,1230874,1230871.0
1698833,515238,True,Mon Nov 06 23:55:04 +0000 2017,whats the deal with changing our itinerary and notifying us less then 24hrs before the flight?,1698832,
151011,250351,True,Mon Nov 20 15:00:34 +0000 2017,"NO YOU ARE NOT HERE TO HELP US. You personally may care, but B of A loves us only when we deposit large.",,151003.0
771432,242375,True,Wed Oct 11 21:36:30 +0000 2017,can you confirm if it's still possible to get Uber from Heathrow despite the issues? Not going to London.,"771433,771430",
658443,276758,True,Wed Nov 22 23:02:36 +0000 2017,How is it that I got my gigabit installed today and this is what it's outputting? https://t.co/KSmMh5X4kC,658442,
2737477,767043,True,Mon Nov 20 18:05:34 +0000 2017,Will you be stocking the Violife cheese platter at any shops in Cheshire? Northwich preferably #cheeseforchristmas,2737475,
2194260,642098,True,Thu Nov 09 19:50:39 +0000 2017,Disgraceful service at #UberEATS. After more than an hour they find out there is nobody to deliver the order. :-( Back to #Thuisbezorgd. https://t.co/WRCrcQIm3l,2194259,
2074503,613506,True,Thu Oct 19 01:50:05 +0000 2017,the queso is awful,2074502,
1944668,230312,True,Sun Oct 29 22:52:49 +0000 2017,What’s the current speed for @GWRHelp compensation claims?,1944667,
369916,203635,True,Fri Nov 03 19:05:58 +0000 2017,Nobody called me. I’ve asked for a month for the case manager to call and/or email me directly. __email__.,369917,369914.0
2232074,651263,True,Fri Nov 10 20:16:40 +0000 2017,You guys do replacement tacos?,,2232073.0
760064,301599,True,Wed Oct 11 22:45:30 +0000 2017,"I actually spoke with rep and we are dealing with it now, thank you very much for replying though I appreciate it.",760066,760063.0
136915,146883,True,Fri Nov 24 10:14:37 +0000 2017,"Jetzt läuft sie komischer weise. Hab alles versucht gehabt. Batterien gewechselt, Stick neu gestartet und zurückgesetzt, in den Einstellungen FB versucht zu suchen. Alles ohne Erfolg. Erst durch den Tweet mit euch wurde er aktiviert 🤔 komisch. Aber geht jetzt. Danke!",138257,136914.0
589774,259454,True,Sun Dec 03 15:56:12 +0000 2017,it appears to be an outage in Dunedin. Do you have an eta on solving this?,589773,
1108245,381552,True,Wed Nov 08 15:22:49 +0000 2017,"I was supposed to get 2-day delivery. Instead I got 4-days in transit. Still not here, I’m still annoyed.
Supposedly out for delivery today. #skeptical https://t.co/oSM8aKjpsQ",1108243,1108247.0
2765370,134059,True,Tue Nov 21 08:52:27 +0000 2017,"Yet three members of staff checking tickets seconds after we leave Euston, having just walked through a ticket barrier-pretty disappointing.",2765369,2765371.0
2204613,644609,True,Thu Nov 09 20:49:07 +0000 2017,I am HIGHLY disappointed @ChipotleTweets got rid of the chorizo option smh.... my bowl experience isn't nearly the same now! 😑😔😠😢,2204612,
